"REF_DATE","GEO","DGUID","Housing estimates","Type of unit","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013-12","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3991","","","","0"
"2014-01","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","2978","","","","0"
"2014-02","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","2883","","","","0"
"2014-03","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","2908","","","","0"
"2014-04","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4452","","","","0"
"2014-05","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5244","","","","0"
"2014-06","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5622","","","","0"
"2014-07","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5698","","","","0"
"2014-08","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5255","","","","0"
"2014-09","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4773","","","","0"
"2014-10","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5063","","","","0"
"2014-11","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4927","","","","0"
"2014-12","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4010","","","","0"
"2015-01","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","2756","","","","0"
"2015-02","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","2678","","","","0"
"2015-03","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","2729","","","","0"
"2015-04","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4320","","","","0"
"2015-05","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4963","","","","0"
"2015-06","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5223","","","","0"
"2015-07","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5071","","","","0"
"2015-08","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4873","","","","0"
"2015-09","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4679","","","","0"
"2015-10","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4843","","","","0"
"2015-11","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4686","","","","0"
"2015-12","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3940","","","","0"
"2016-01","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","2769","","","","0"
"2016-02","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","2939","","","","0"
"2016-03","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","2956","","","","0"
"2016-04","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3839","","","","0"
"2016-05","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5016","","","","0"
"2016-06","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5501","","","","0"
"2016-07","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5157","","","","0"
"2016-08","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4587","","","","0"
"2016-09","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5210","","","","0"
"2016-10","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5011","","","","0"
"2016-11","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4932","","","","0"
"2016-12","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4709","","","","0"
"2017-01","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","2892","","","","0"
"2017-02","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3424","","","","0"
"2017-03","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3566","","","","0"
"2017-04","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4661","","","","0"
"2017-05","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4881","","","","0"
"2017-06","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5996","","","","0"
"2017-07","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5564","","","","0"
"2017-08","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4929","","","","0"
"2017-09","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5476","","","","0"
"2017-10","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4338","","","","0"
"2017-11","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4693","","","","0"
"2017-12","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4473","","","","0"
"2018-01","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3053","","","","0"
"2018-02","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","2686","","","","0"
"2018-03","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3190","","","","0"
"2018-04","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3786","","","","0"
"2018-05","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4769","","","","0"
"2018-06","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5004","","","","0"
"2018-07","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4509","","","","0"
"2018-08","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4010","","","","0"
"2018-09","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4195","","","","0"
"2018-10","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3395","","","","0"
"2018-11","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3869","","","","0"
"2018-12","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3303","","","","0"
"2019-01","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","2040","","","","0"
"2019-02","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","1695","","","","0"
"2019-03","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","2161","","","","0"
"2019-04","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3025","","","","0"
"2019-05","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3752","","","","0"
"2019-06","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4490","","","","0"
"2019-07","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3838","","","","0"
"2019-08","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4238","","","","0"
"2019-09","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3938","","","","0"
"2019-10","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3679","","","","0"
"2019-11","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3612","","","","0"
"2019-12","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3197","","","","0"
"2020-01","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","2176","","","","0"
"2020-02","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","2504","","","","0"
"2020-03","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","2961","","","","0"
"2020-04","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","2416","","","","0"
"2020-05","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3721","","","","0"
"2020-06","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3908","","","","0"
"2020-07","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4179","","","","0"
